name,year,nr_unis,nonreligpct,religpct,popsize,uni_per_pop,pop_per_uni,HPI_sci,HPI_rel,continent
Albania,1960,4,0.15,0.85,1608800,0.2486325211,402200,,,Europe
Albania,1965,4,0.21,0.79,1864791,0.2145012497,466197.75,,,Europe
Albania,1970,4,0.24,0.76,2135479,0.1873116055,533869.75,,,Europe
Albania,1975,5,0.2531,0.7469,2404831,0.2079148181,480966.2,,,Europe
Albania,1980,5,0.2632,0.7368,2671997,0.1871259586,534399.4,,,Europe
Albania,1985,5,0.2698,0.7302,2964762,0.1686476014,592952.4,,,Europe
Albania,1990,5,0.2742,0.7258,3286542,0.1521355881,657308.4,,,Europe
Albania,1995,7,0.1675,0.8325,3187784,0.2195882783,455397.714286,,,Europe
Albania,2000,7,0.1092,0.8908,3089027,0.2266085729,441289.571429,,,Europe
Albania,2005,8,0.1099,0.8901,3011487,0.2656494948,376435.875,,,Europe
Albania,2010,9,0.1507,0.8493,2913021,0.3089576079,323669,,,Europe
Angola,1975,1,0.0033,0.9967,7682479,0.0130166317,7682479,,,Africa
Angola,1980,1,0.0043,0.9957,8929900,0.0111983337,8929900,,,Africa
Angola,1985,1,0.0056,0.9944,10609042,0.0094259218,10609042,,,Africa
Angola,1990,1,0.006,0.994,12171441,0.0082159541,12171441,,,Africa
Angola,1995,2,0.008,0.992,14268994,0.0140164051,7134497,,,Africa
Angola,2000,2,0.0194,0.9806,16440924,0.0121647664,8220462,,,Africa
Angola,2005,2,0.0161,0.9839,19552542,0.010228849,9776271,,,Africa
Angola,2010,8,0.0179,0.9821,23369131,0.0342331942,2921141.375,,,Africa
Antigua and Barbuda,1980,0,0,1,73442,0,inf,,,North America
Antigua and Barbuda,1985,1,0,1,69782,1.4330343068,69782,,,North America
Antigua and Barbuda,1990,1,0.0328,0.9672,66696,1.4993402903,66696,,,North America
Antigua and Barbuda,1995,1,0.046,0.954,73619,1.3583449925,73619,,,North America
Antigua and Barbuda,2000,1,0.0582,0.9418,83584,1.1964012251,83584,,,North America
Antigua and Barbuda,2005,1,0.0533,0.9467,89253,1.1204105184,89253,,,North America
Antigua and Barbuda,2010,1,0.059,0.941,94661,1.0564012635,94661,,,North America
Argentina,1960,9,0,1,20619075,0.0436489028,2291008.33333,20.61145,0,South America
Argentina,1965,10,0.0025,0.9975,22283390,0.0448764753,2228339,20.61145,0,South America
Argentina,1970,11,0.0046,0.9954,23973058,0.0458848429,2179368.90909,20.61145,0,South America
Argentina,1975,25,0.0046,0.9954,26066975,0.0959067939,1042679,20.61145,0,South America
Argentina,1980,26,0.0034,0.9966,28105888,0.0925073067,1080995.69231,20.61145,0,South America
Argentina,1985,26,0.0082,0.9918,30388783,0.085557885,1168799.34615,20.61145,0,South America
Argentina,1990,30,0.0231,0.9769,32729739,0.0916597593,1090991.3,20.61145,0,South America
Argentina,1995,37,0.025,0.975,34994814,0.1057299519,945805.783784,20.61145,0,South America
Argentina,2000,38,0.0392,0.9608,37057452,0.1025434776,975196.105263,20.61145,0,South America
Argentina,2005,40,0.12,0.88,39145488,0.1021829131,978637.2,20.61145,0,South America
Argentina,2010,44,0.12,0.88,41223889,0.1067342288,936906.568182,20.61145,0,South America
Armenia,1995,12,0.1221,0.8779,3217342,0.3729786886,268111.833333,0,24.347,Asia
Armenia,2000,14,0.017,0.983,3069588,0.4560872664,219256.285714,0,24.347,Asia
Armenia,2005,14,0.0342,0.9658,2981259,0.4696002595,212947.071429,0,24.347,Asia
Armenia,2010,14,0.0346,0.9654,2877311,0.4865654078,205522.214286,0,24.347,Asia
Australia,1960,22,0.04,0.96,10276477,0.2140811486,467112.590909,21.86368,0,Oceania
Australia,1965,24,0.05,0.95,11388000,0.210748156,474500,21.86368,0,Oceania
Australia,1970,28,0.0598,0.9402,12507000,0.2238746302,446678.571429,21.86368,0,Oceania
Australia,1975,31,0.0937,0.9063,13893000,0.2231339524,448161.290323,21.86368,0,Oceania
Australia,1980,31,0.1196,0.8804,14692000,0.2109991832,473935.483871,21.86368,0,Oceania
Australia,1985,31,0.1343,0.8657,15758000,0.1967254728,508322.580645,21.86368,0,Oceania
Australia,1990,34,0.1398,0.8602,17065100,0.1992370393,501914.705882,21.86368,0,Oceania
Australia,1995,36,0.1562,0.8438,18072000,0.1992031873,502000,21.86368,0,Oceania
Australia,2000,36,0.1673,0.8327,19153000,0.1879601107,532027.777778,21.86368,0,Oceania
Australia,2005,37,0.22,0.78,20394800,0.181418793,551210.810811,21.86368,0,Oceania
Australia,2010,38,0.3101,0.6899,22031750,0.1724783551,579782.894737,21.86368,0,Oceania
Austria,1960,3,0.0377,0.9623,7047539,0.0425680511,2349179.66667,24.0312,24.8533,Europe
Austria,1965,5,0.04,0.96,7270889,0.0687673818,1454177.8,24.0312,24.8533,Europe
Austria,1970,6,0.0409,0.9591,7467086,0.0803526302,1244514.33333,24.0312,24.8533,Europe
Austria,1975,7,0.047,0.953,7578903,0.0923616518,1082700.42857,24.0312,24.8533,Europe
Austria,1980,7,0.0598,0.9402,7549433,0.0927221952,1078490.42857,24.0312,24.8533,Europe
Austria,1985,7,0.0585,0.9415,7564985,0.0925315781,1080712.14286,24.0312,24.8533,Europe
Austria,1990,7,0.0862,0.9138,7677850,0.0911713566,1096835.71429,24.0312,24.8533,Europe
Austria,1995,7,0.087,0.913,7948278,0.0880693906,1135468.28571,24.0312,24.8533,Europe
Austria,2000,7,0.1199,0.8801,8011566,0.0873736795,1144509.42857,24.0312,24.8533,Europe
Austria,2005,7,0.1384,0.8616,8227829,0.0850771206,1175404.14286,24.0312,24.8533,Europe
Austria,2010,7,0.1542,0.8458,8363404,0.0836979775,1194772,24.0312,24.8533,Europe
Azerbaijan,1995,20,0.0576,0.9424,7685000,0.2602472349,384250,24.763,0,Asia
Azerbaijan,2000,22,0.0588,0.9412,8048600,0.2733394628,365845.454545,24.763,0,Asia
Azerbaijan,2005,22,0.0089,0.9911,8391850,0.2621591187,381447.727273,24.763,0,Asia
Azerbaijan,2010,23,0.0193,0.9807,9054332,0.2540220526,393666.608696,24.763,0,Asia
Bahrain,1970,1,0,1,212605,0.4703558242,212605,,,Asia
Bahrain,1975,1,0,1,266543,0.3751739869,266543,,,Asia
Bahrain,1980,2,0,1,359888,0.5557284489,179944,,,Asia
Bahrain,1985,3,0,1,419430,0.7152564194,139810,,,Asia
Bahrain,1990,4,0.0014,0.9986,495931,0.8065638163,123982.75,,,Asia
Bahrain,1995,4,0,1,563699,0.7095985624,140924.75,,,Asia
Bahrain,2000,4,0,1,664614,0.6018531057,166153.5,,,Asia
Bahrain,2005,8,0,1,889168,0.8997174887,111146,,,Asia
Bahrain,2010,9,0,1,1240862,0.7253022496,137873.555556,,,Asia
Barbados,1970,1,0.1708,0.8292,238848,0.418676313,238848,,,North America
Barbados,1975,1,0.1126,0.8874,246034,0.4064478893,246034,,,North America
Barbados,1980,1,0.0522,0.9478,252194,0.3965201393,252194,,,North America
Barbados,1985,1,0.0593,0.9407,255924,0.3907410012,255924,,,North America
Barbados,1990,1,0.0549,0.9451,260374,0.3840629249,260374,,,North America
Barbados,1995,1,0.2223,0.7777,264959,0.3774168834,264959,,,North America
Barbados,2000,1,0.2058,0.7942,269847,0.3705803659,269847,,,North America
Barbados,2005,1,0.2102,0.7898,274009,0.3649515162,274009,,,North America
Barbados,2010,1,0.205,0.795,279569,0.3576934496,279569,,,North America
Belarus,1995,11,0.2869,0.7131,10194000,0.1079066117,926727.272727,23.79,0,Europe
Belarus,2000,11,0.4103,0.5897,9979610,0.1102247483,907237.272727,23.79,0,Europe
Belarus,2005,11,0.4934,0.5066,9663915,0.1138255045,878537.727273,23.79,0,Europe
Belarus,2010,11,0.411,0.589,9490583,0.1159043654,862780.272727,23.79,0,Europe
Belgium,1960,3,0.033,0.967,9153489,0.032774388,3051163,23.5907,22.2296,Europe
Belgium,1965,6,0.0441,0.9559,9463667,0.0634003711,1577277.83333,23.5907,22.2296,Europe
Belgium,1970,11,0.0599,0.9401,9655549,0.113924128,877777.181818,23.5907,22.2296,Europe
Belgium,1975,11,0.06,0.94,9800700,0.112236881,890972.727273,23.5907,22.2296,Europe
Belgium,1980,11,0.0607,0.9393,9859242,0.1115704432,896294.727273,23.5907,22.2296,Europe
Belgium,1985,11,0.0941,0.9059,9858308,0.1115810137,896209.818182,23.5907,22.2296,Europe
Belgium,1990,11,0.108,0.892,9967379,0.1103600054,906125.363636,23.5907,22.2296,Europe
Belgium,1995,12,0.1387,0.8613,10136811,0.1183804256,844734.25,23.5907,22.2296,Europe
Belgium,2000,12,0.15,0.85,10251250,0.1170588953,854270.833333,23.5907,22.2296,Europe
Belgium,2005,13,0.1734,0.8266,10478617,0.1240621735,806047.461538,23.5907,22.2296,Europe
Belgium,2010,15,0.192,0.808,10895586,0.1376704291,726372.4,23.5907,22.2296,Europe
Bosnia and Herzegovina,1995,6,0.0495,0.9505,3843712,0.1560991042,640618.666667,23.7692,0,Europe
Bosnia and Herzegovina,2000,8,0.076,0.924,3766706,0.2123871627,470838.25,23.7692,0,Europe
Bosnia and Herzegovina,2005,8,0.052,0.948,3781530,0.2115545824,472691.25,23.7692,0,Europe
Bosnia and Herzegovina,2010,8,0.0293,0.9707,3722084,0.2149333545,465260.5,23.7692,0,Europe
Bulgaria,1960,7,0.144,0.856,7867374,0.0889750506,1123910.57143,22.4516,0,Europe
Bulgaria,1965,10,0.1837,0.8163,8204168,0.1218892641,820416.8,22.4516,0,Europe
Bulgaria,1970,10,0.1808,0.8192,8489574,0.1177915405,848957.4,22.4516,0,Europe
Bulgaria,1975,13,0.1524,0.8476,8720742,0.1490698842,670826.307692,22.4516,0,Europe
Bulgaria,1980,13,0.1095,0.8905,8861535,0.1467014462,681656.538462,22.4516,0,Europe
Bulgaria,1985,13,0.1327,0.8673,8960547,0.1450804287,689272.846154,22.4516,0,Europe
Bulgaria,1990,14,0.1009,0.8991,8718289,0.1605819674,622734.928571,22.4516,0,Europe
Bulgaria,1995,23,0.0744,0.9256,8406067,0.2736119044,365481.173913,22.4516,0,Europe
Bulgaria,2000,23,0.0395,0.9605,8170172,0.2815118213,355224.869565,22.4516,0,Europe
Bulgaria,2005,24,0.044,0.956,7658972,0.3133579807,319123.833333,22.4516,0,Europe
Bulgaria,2010,24,0.0473,0.9527,7395599,0.3245173244,308149.958333,22.4516,0,Europe
Cameroon,1960,0,0.0007,0.9993,5176268,0,inf,,,Africa
Cameroon,1965,1,0.0008,0.9992,5777834,0.0173075239,5777834,,,Africa
Cameroon,1970,1,0.0009,0.9991,6527635,0.015319484,6527635,,,Africa
Cameroon,1975,1,0.001,0.999,7457362,0.0134095676,7457362,,,Africa
Cameroon,1980,2,0.0011,0.9989,8618354,0.0232062874,4309177,,,Africa
Cameroon,1985,3,0.002,0.998,10050023,0.029850678,3350007.66667,,,Africa
Cameroon,1990,3,0.0027,0.9973,11715218,0.0256077181,3905072.66667,,,Africa
Cameroon,1995,5,0.005,0.995,13460994,0.0371443595,2692198.8,,,Africa
Cameroon,2000,5,0.005,0.995,15274234,0.0327348658,3054846.8,,,Africa
Cameroon,2005,5,0.0074,0.9926,17420795,0.0287013308,3484159,,,Africa
Cameroon,2010,6,0.0073,0.9927,19970495,0.0300443229,3328415.83333,,,Africa
Canada,1960,44,0,1,17909009,0.2456864029,407022.931818,22.2602,0,North America
Canada,1965,52,0.0254,0.9746,19678000,0.2642544974,378423.076923,22.2602,0,North America
Canada,1970,68,0.0335,0.9665,21324000,0.3188895142,313588.235294,22.2602,0,North America
Canada,1975,73,0.1056,0.8944,23209000,0.3145331552,317931.506849,22.2602,0,North America
Canada,1980,74,0.0799,0.9201,24593000,0.3008986297,332337.837838,22.2602,0,North America
Canada,1985,75,0.0778,0.9222,25942000,0.2891064683,345893.333333,22.2602,0,North America
Canada,1990,76,0.0558,0.9442,27791000,0.2734698284,365671.052632,22.2602,0,North America
Canada,1995,77,0.0945,0.9055,29354000,0.262315187,381220.779221,22.2602,0,North America
Canada,2000,77,0.1284,0.8716,30769700,0.2502461837,399606.493506,22.2602,0,North America
Canada,2005,78,0.1269,0.8731,32312000,0.2413963852,414256.410256,22.2602,0,North America
Canada,2010,79,0.1643,0.8357,34005274,0.2323169047,430446.506329,22.2602,0,North America
Central African Republic,1960,0,0.0006,0.9994,1503508,0,inf,,,Africa
Central African Republic,1965,0,0.001,0.999,1648833,0,inf,,,Africa
Central African Republic,1970,0,0.0012,0.9988,1828709,0,inf,,,Africa
Central African Republic,1975,0,0,1,2017372,0,inf,,,Africa
Central African Republic,1980,0,0.0055,0.9945,2279821,0,inf,,,Africa
Central African Republic,1985,0,0.0068,0.9932,2634232,0,inf,,,Africa
Central African Republic,1990,0,0.0079,0.9921,2939780,0,inf,,,Africa
Central African Republic,1995,0,0.0074,0.9926,3352767,0,inf,,,Africa
Central African Republic,2000,0,0.0124,0.9876,3754986,0,inf,,,Africa
Central African Republic,2005,0,0.0127,0.9873,4127910,0,inf,,,Africa
Central African Republic,2010,1,0.0124,0.9876,4448525,0.0224793611,4448525,,,Africa
Chad,1960,0,0.0002,0.9998,3001593,0,inf,,,Africa
Chad,1965,0,0.0002,0.9998,3309573,0,inf,,,Africa
Chad,1970,0,0.0003,0.9997,3643549,0,inf,,,Africa
Chad,1975,1,0.0003,0.9997,4087948,0.0244621507,4087948,,,Africa
Chad,1980,1,0.0004,0.9996,4512042,0.0221629143,4512042,,,Africa
Chad,1985,1,0.0006,0.9994,5091535,0.0196404424,5091535,,,Africa
Chad,1990,1,0.0007,0.9993,5956859,0.0167873707,5956859,,,Africa
Chad,1995,1,0.0009,0.9991,7000722,0.014284241,7000722,,,Africa
Chad,2000,1,0.0016,0.9984,8342559,0.0119867297,8342559,,,Africa
Chad,2005,1,0.002,0.998,10067009,0.009933437,10067009,,,Africa
Chad,2010,1,0.0025,0.9975,11887202,0.0084124086,11887202,,,Africa
Chile,1960,7,0,1,7716625,0.0907132328,1102375,22.8899,0,South America
Chile,1965,8,0,1,8617077,0.0928389058,1077134.625,22.8899,0,South America
Chile,1970,8,0.0338,0.9662,9563865,0.0836481903,1195483.125,22.8899,0,South America
Chile,1975,8,0.0338,0.9662,10435534,0.0766611464,1304441.75,22.8899,0,South America
Chile,1980,8,0.0383,0.9617,11266226,0.0710086945,1408278.25,22.8899,0,South America
Chile,1985,16,0,1,12181028,0.1313518038,761314.25,22.8899,0,South America
Chile,1990,16,0.0334,0.9666,13242132,0.1208264651,827633.25,22.8899,0,South America
Chile,1995,17,0,1,14296613,0.1189092829,840977.235294,22.8899,0,South America
Chile,2000,17,0.03,0.97,15262754,0.1113822578,897809.058824,22.8899,0,South America
Chile,2005,17,0.083,0.917,16147064,0.1052822978,949827.294118,22.8899,0,South America
Chile,2010,17,0.06,0.94,16993354,0.1000391094,999609.058824,22.8899,0,South America
China,1960,34,0.38,0.62,667070000,0.0050969164,19619705.8824,23.3104,24.3448,Asia
China,1965,34,0.3693,0.6307,715185000,0.0047540147,21034852.9412,23.3104,24.3448,Asia
China,1970,34,0.4277,0.5723,818315000,0.0041548792,24068088.2353,23.3104,24.3448,Asia
China,1975,34,0.4622,0.5378,916395000,0.0037101905,26952794.1176,23.3104,24.3448,Asia
China,1980,34,0.4349,0.5651,981235000,0.0034650211,28859852.9412,23.3104,24.3448,Asia
China,1985,34,0.4066,0.5934,1051040000,0.0032348912,30912941.1765,23.3104,24.3448,Asia
China,1990,34,0.3848,0.6152,1135185000,0.0029951065,33387794.1176,23.3104,24.3448,Asia
China,1995,34,0.3607,0.6393,1204855000,0.0028219163,35436911.7647,23.3104,24.3448,Asia
China,2000,35,0.38,0.62,1262645000,0.0027719589,36075571.4286,23.3104,24.3448,Asia
China,2005,35,0.325,0.675,1303720000,0.0026846255,37249142.8571,23.3104,24.3448,Asia
China,2010,35,0.325,0.675,1337705000,0.0026164214,38220142.8571,23.3104,24.3448,Asia
Colombia,1960,22,0,1,16480383,0.1334920432,749108.318182,,,South America
Colombia,1965,24,0,1,19144223,0.1253641895,797675.958333,,,South America
Colombia,1970,26,0.0033,0.9967,22061215,0.1178538897,848508.269231,,,South America
Colombia,1975,31,0,1,24756973,0.1252172469,798612.032258,,,South America
Colombia,1980,33,0.0038,0.9962,27737900,0.1189707945,840542.424242,,,South America
Colombia,1985,36,0.0085,0.9915,31011688,0.1160852644,861435.777778,,,South America
Colombia,1990,37,0.0116,0.9884,34271565,0.1079612209,926258.513514,,,South America
Colombia,1995,37,0.0128,0.9872,37441977,0.0988195682,1011945.32432,,,South America
Colombia,2000,37,0.0133,0.9867,40403958,0.0915751868,1091998.86486,,,South America
Colombia,2005,38,0.015,0.985,43285634,0.0877889417,1139095.63158,,,South America
Colombia,2010,38,0.015,0.985,45918097,0.0827560428,1208370.97368,,,South America
Costa Rica,1960,1,0,1,1333040,0.0750165036,1333040,,,North America
Costa Rica,1965,1,0,1,1589621,0.0629080768,1589621,,,North America
Costa Rica,1970,1,0.0054,0.9946,1848866,0.0540872081,1848866,,,North America
Costa Rica,1975,3,0.0057,0.9943,2097407,0.1430337555,699135.666667,,,North America
Costa Rica,1980,3,0.0058,0.9942,2389310,0.1255592619,796436.666667,,,North America
Costa Rica,1985,3,0.008,0.992,2730233,0.1098807318,910077.666667,,,North America
Costa Rica,1990,3,0.0412,0.9588,3095995,0.0968993813,1031998.33333,,,North America
Costa Rica,1995,3,0.036,0.964,3510926,0.0854475429,1170308.66667,,,North America
Costa Rica,2000,3,0.0442,0.9558,3925443,0.0764244953,1308481,,,North America
Costa Rica,2005,3,0.0368,0.9632,4247841,0.0706241123,1415947,,,North America
Costa Rica,2010,3,0.1,0.9,4545280,0.0660025345,1515093.33333,,,North America
Croatia,1995,4,0.0732,0.9268,4669000,0.08567145,1167250,23.5162,24.596,Europe
Croatia,2000,4,0.0449,0.9551,4426000,0.0903750565,1106500,23.5162,24.596,Europe
Croatia,2005,6,0.0507,0.9493,4442000,0.1350742909,740333.333333,23.5162,24.596,Europe
Croatia,2010,7,0.0565,0.9435,4417781,0.1584505887,631111.571429,23.5162,24.596,Europe
Cuba,1960,4,0,1,7141135,0.0560135049,1785283.75,,,North America
Cuba,1965,4,0,1,7951933,0.0503022347,1987983.25,,,North America
Cuba,1970,5,0.2457,0.7543,8715123,0.0573715368,1743024.6,,,North America
Cuba,1975,7,0.2265,0.7735,9438442,0.0741647827,1348348.85714,,,North America
Cuba,1980,10,0.2505,0.7495,9835177,0.1016758519,983517.7,,,North America
Cuba,1985,10,0.2478,0.7522,10082989,0.0991769405,1008298.9,,,North America
Cuba,1990,10,0.2426,0.7574,10582081,0.0944993712,1058208.1,,,North America
Cuba,1995,10,0.2065,0.7935,10906043,0.0916922847,1090604.3,,,North America
Cuba,2000,10,0.15,0.85,11150736,0.089680179,1115073.6,,,North America
Cuba,2005,10,0.1315,0.8685,11284253,0.0886190694,1128425.3,,,North America
Cuba,2010,10,0.1315,0.8685,11333051,0.0882374923,1133305.1,,,North America
Cyprus,1960,0,0,1,572930,0,inf,18.9924,25.5388,Asia
Cyprus,1965,1,0,1,580966,0.1721271124,580966,18.9924,25.5388,Asia
Cyprus,1970,1,0.018,0.982,613621,0.1629670432,613621,18.9924,25.5388,Asia
Cyprus,1975,1,0.0195,0.9805,649755,0.1539041639,649755,18.9924,25.5388,Asia
Cyprus,1980,2,0.0211,0.9789,685406,0.2917978541,342703,18.9924,25.5388,Asia
Cyprus,1985,3,0.0233,0.9767,703687,0.4263259091,234562.333333,18.9924,25.5388,Asia
Cyprus,1990,4,0.0254,0.9746,766614,0.5217749741,191653.5,18.9924,25.5388,Asia
Cyprus,1995,5,0.034,0.966,855384,0.5845327946,171076.8,18.9924,25.5388,Asia
Cyprus,2000,5,0.0509,0.9491,943286,0.5300619324,188657.2,18.9924,25.5388,Asia
Cyprus,2005,6,0.0414,0.9586,1027658,0.5838518262,171276.333333,18.9924,25.5388,Asia
Cyprus,2010,6,0.032,0.968,1112607,0.5392739754,185434.5,18.9924,25.5388,Asia
Czech Republic,1995,15,0.66,0.34,10327253,0.1452467563,688483.533333,24.6904,24.62743333,Europe
Czech Republic,2000,15,0.5904,0.4096,10255063,0.1462692136,683670.866667,24.6904,24.62743333,Europe
Czech Republic,2005,15,0.6854,0.3146,10211216,0.1468972941,680747.733333,24.6904,24.62743333,Europe
Czech Republic,2010,15,0.7575,0.2425,10474410,0.1432061567,698294,24.6904,24.62743333,Europe
Denmark,1960,1,0.0113,0.9887,4579603,0.0218359539,4579603,23.3310125,0,Europe
Denmark,1965,1,0.0156,0.9844,4759012,0.0210127648,4759012,23.3310125,0,Europe
Denmark,1970,2,0.0174,0.9826,4928757,0.0405781823,2464378.5,23.3310125,0,Europe
Denmark,1975,4,0.0337,0.9663,5059862,0.0790535394,1264965.5,23.3310125,0,Europe
Denmark,1980,4,0.0385,0.9615,5123027,0.0780788389,1280756.75,23.3310125,0,Europe
Denmark,1985,4,0.0438,0.9562,5113691,0.0782213865,1278422.75,23.3310125,0,Europe
Denmark,1990,4,0.0487,0.9513,5140939,0.0778067976,1285234.75,23.3310125,0,Europe
Denmark,1995,4,0.0681,0.9319,5233373,0.0764325417,1308343.25,23.3310125,0,Europe
Denmark,2000,4,0.0822,0.9178,5339616,0.074911754,1334904,23.3310125,0,Europe
Denmark,2005,4,0.0871,0.9129,5419432,0.0738084729,1354858,23.3310125,0,Europe
Denmark,2010,4,0.1011,0.8989,5547683,0.0721021731,1386920.75,23.3310125,0,Europe
Dominican Republic,1960,2,0,1,3294042,0.06071568,1647021,,,Dominican Republic
Dominican Republic,1965,2,0,1,3878948,0.0515603715,1939474,,,Dominican Republic
Dominican Republic,1970,2,0.1108,0.8892,4503114,0.0444137102,2251557,,,Dominican Republic
Dominican Republic,1975,2,0.1235,0.8765,5149935,0.0388354416,2574967.5,,,Dominican Republic
Dominican Republic,1980,2,0.11,0.89,5809269,0.0344277395,2904634.5,,,Dominican Republic
Dominican Republic,1985,2,0.11,0.89,6488856,0.030822074,3244428,,,Dominican Republic
Dominican Republic,1990,2,0.11,0.89,7183647,0.0278410117,3591823.5,,,Dominican Republic
Dominican Republic,1995,2,0.11,0.89,7892423,0.0253407604,3946211.5,,,Dominican Republic
Dominican Republic,2000,2,0.2,0.8,8562622,0.0233573314,4281311,,,Dominican Republic
Dominican Republic,2005,2,0.18,0.82,9237566,0.0216507249,4618783,,,Dominican Republic
Dominican Republic,2010,2,0.12,0.88,9897985,0.0202061329,4948992.5,,,Dominican Republic
Ecuador,1960,3,0,1,4545550,0.065998614,1515183.33333,,,South America
Ecuador,1965,3,0,1,5250119,0.0571415619,1750039.66667,,,South America
Ecuador,1970,3,0.0016,0.9984,6072527,0.0494028269,2024175.66667,,,South America
Ecuador,1975,3,0,1,6987391,0.0429344801,2329130.33333,,,South America
Ecuador,1980,3,0.0017,0.9983,7976445,0.0376107401,2658815,,,South America
Ecuador,1985,3,0.0021,0.9979,9045979,0.0331639063,3015326.33333,,,South America
Ecuador,1990,3,0.0014,0.9986,10218091,0.0293596916,3406030.33333,,,South America
Ecuador,1995,3,0,1,11440583,0.0262224399,3813527.66667,,,South America
Ecuador,2000,3,0.075,0.925,12628596,0.0237556099,4209532,,,South America
Ecuador,2005,3,0.0814,0.9186,13735233,0.0218416389,4578411,,,South America
Ecuador,2010,3,0.085,0.915,14934690,0.0200874608,4978230,,,South America
Estonia,1995,3,0.5356,0.4644,1436634,0.2088214535,478878,23.13905,22.5124,Europe
Estonia,2000,3,0.5444,0.4556,1396985,0.2147481899,465661.666667,23.13905,22.5124,Europe
Estonia,2005,3,0.6259,0.3741,1354775,0.2214389843,451591.666667,23.13905,22.5124,Europe
Estonia,2010,3,0.6903,0.3097,1331475,0.2253140314,443825,23.13905,22.5124,Europe
Finland,1960,5,0.0448,0.9552,4429634,0.1128761428,885926.8,22.97905,0,Europe
Finland,1965,5,0.053,0.947,4563732,0.109559457,912746.4,22.97905,0,Europe
Finland,1970,8,0.054,0.946,4606307,0.1736749201,575788.375,22.97905,0,Europe
Finland,1975,9,0.066,0.934,4711440,0.1910244002,523493.333333,22.97905,0,Europe
Finland,1980,10,0.078,0.922,4779535,0.2092253744,477953.5,22.97905,0,Europe
Finland,1985,14,0.09,0.91,4902206,0.2855857139,350157.571429,22.97905,0,Europe
Finland,1990,15,0.102,0.898,4986431,0.3008163554,332428.733333,22.97905,0,Europe
Finland,1995,16,0.121,0.879,5107790,0.3132470207,319236.875,22.97905,0,Europe
Finland,2000,16,0.129,0.871,5176209,0.3091065295,323513.0625,22.97905,0,Europe
Finland,2005,16,0.147,0.853,5246096,0.3049887002,327881,22.97905,0,Europe
Finland,2010,16,0.166,0.834,5363352,0.2983209008,335209.5,22.97905,0,Europe
France,1960,29,0.0853,0.9147,46814237,0.0619469671,1614284.03448,24.05144222,24.88099333,Europe
France,1965,31,0.0944,0.9056,50023774,0.0619705343,1613670.12903,24.05144222,24.88099333,Europe
France,1970,84,0.1006,0.8994,52035095,0.1614295121,619465.416667,24.05144222,24.88099333,Europe
France,1975,92,0.114,0.886,54252574,0.1695772075,589701.891304,24.05144222,24.88099333,Europe
France,1980,99,0.119,0.881,55340782,0.1788915813,558997.79798,24.05144222,24.88099333,Europe
France,1985,100,0.1345,0.8655,56795686,0.1760697106,567956.86,24.05144222,24.88099333,Europe
France,1990,100,0.1615,0.8385,58512808,0.1709027535,585128.08,24.05144222,24.88099333,Europe
France,1995,101,0.1752,0.8248,59541900,0.1696284465,589523.762376,24.05144222,24.88099333,Europe
France,2000,101,0.1777,0.8223,60912498,0.1658116205,603094.039604,24.05144222,24.88099333,Europe
France,2005,101,0.175,0.825,63179356,0.1598623449,625538.178218,24.05144222,24.88099333,Europe
France,2010,102,0.1915,0.8085,65027512,0.1568566855,637524.627451,24.05144222,24.88099333,Europe
Georgia,1995,5,0.04,0.96,4734000,0.1056189269,946800,21.1499,0,Asia
Georgia,2000,5,0.0153,0.9847,4418300,0.1131656972,883660,21.1499,0,Asia
Georgia,2005,5,0.0389,0.9611,4190000,0.1193317422,838000,21.1499,0,Asia
Georgia,2010,5,0.0876,0.9124,3926000,0.1273560876,785200,21.1499,0,Asia
Germany,1990,71,0.1683,0.8317,79433029,0.089383473,1118775.05634,23.94106606,25.83218333,Europe
Germany,1995,76,0.1882,0.8118,81678051,0.0930482536,1074711.19737,23.94106606,25.83218333,Europe
Germany,2000,76,0.2651,0.7349,82211508,0.0924444787,1081730.36842,23.94106606,25.83218333,Europe
Germany,2005,76,0.2311,0.7689,82469422,0.0921553688,1085123.97368,23.94106606,25.83218333,Europe
Germany,2010,76,0.23,0.77,81776930,0.0929357461,1076012.23684,23.94106606,25.83218333,Europe
Greece,1960,4,0.0009,0.9991,8331725,0.0480092658,2082931.25,25.6673,25.3182,Europe
Greece,1965,5,0.0011,0.9989,8550333,0.0584772546,1710066.6,25.6673,25.3182,Europe
Greece,1970,6,0.0013,0.9987,8792806,0.0682376024,1465467.66667,25.6673,25.3182,Europe
